Date,ECH,EWW,EWZ,GXG
2015-04-10,-0.07110157474958237,0.0009001375579026899,-0.0021197042006716976,-0.6179758246158427
2015-04-13,-0.11193020819287701,0.004988227222530275,-0.00023383527378467527,-0.39589385670735455
2015-04-14,-0.07811703647039193,0.0006302994383660657,-0.00017392245747799602,-0.6136246931613638
2015-04-15,-0.08283365054489344,-9.098374359813971e-05,0.0006770064512312566,0.62368502705987
2015-04-16,-0.06787116200955869,-0.0017099398155816822,-0.004821142941101815,-0.5200324249724326
2015-04-17,-0.09377627436224545,0.00303153003759462,0.0007216403296102486,-0.6435492434334124
2015-04-20,-0.011652914824901764,0.003329617636097637,-0.004727974271814292,-0.45754320699972406
2015-04-21,-0.09423321145084787,-0.0037695447718546714,-0.004793133252453407,-0.49186449909963137
2015-04-22,-0.11886438895608842,-0.006472877112807803,0.00279071165010919,-0.26452476330087443
2015-04-23,-0.03068122739503169,0.007590508079745424,0.0004675866719437736,-0.1904737500938389
2015-04-24,-0.04109556684538765,-0.0016279269023373277,0.0015100491819456687,0.3421007014214669
2015-04-27,0.11377554002563893,-0.0062704030375128166,-0.0023192388322841617,-0.32638531599478193
2015-04-28,-0.0902166051157378,-0.006408353084412914,-0.004716587001726569,-0.5801071020567243
2015-04-29,0.024358639870495215,0.0021722526575387586,-0.00015257943526375865,-0.45878315903397754
2015-04-30,-0.08227640952817858,0.003908032342694713,-0.0035153466933298258,-0.6079405294460862
2015-05-01,0.32701401713517786,-0.004466482928356128,-0.0047877562228343835,-0.3347508727684574
2015-05-04,0.09618974065386142,0.006991102702274953,-0.0038744373178880858,-0.5702039311498354
2015-05-05,0.06334712783071156,-0.005768401273271944,-0.0012598155770481114,0.8226848114818056
2015-05-06,-0.09409997385799497,-0.0061954310822337376,-0.002935640247752009,-0.2624674385471163
2015-05-07,-0.03396394815693417,-0.007053721540178844,-0.0029795583563250526,0.7054484688165584
2015-05-08,-0.02351154513181573,0.012533640374480706,0.0025814311962451715,-0.6862688478998301
2015-05-11,-0.10291234351829742,0.009331516906890241,0.002193402219258908,0.5208066399938902
2015-05-12,-0.09512475205381736,0.001477224430694167,-0.0025036765510506468,-0.6057972911702861
2015-05-13,-0.088593499636938,-0.00243030928634725,-0.0005117945118218538,-0.6078938493223646
2015-05-14,0.00084849049353069,0.0013491036110430264,0.0020766261337950976,-0.5663484752473039
2015-05-15,-0.08317417255735796,-0.0006841409188817035,-0.0008909031987257592,0.14413006791887892
2015-05-18,0.0036411396896200263,6.190306491517117e-06,0.003674243738719959,-0.37335151408875145
2015-05-19,-0.02102320576769331,-0.001289405500085711,0.0009799266840977584,-0.04534218351446865
2015-05-20,0.009723589756172497,-0.008740717307643083,-0.0038426386902543665,-0.5816587960627257
2015-05-21,-0.10692146360808726,0.0029446566704864575,5.795326338235116e-05,-0.5386117195807936
2015-05-22,-0.05289837280904883,-0.0016025411462314682,0.0007194183387599394,-0.5182145738540461
2015-05-26,-0.0410847468315692,0.004594852428315201,0.001026368932991972,0.12806278272523475
2015-05-27,-0.09496065629847825,9.965325338365435e-05,-0.0013334035598178522,-0.20229440900997656
2015-05-28,-0.06782993472562407,-0.008835583906718809,-0.0019710756990887436,-0.34835138658737075
2015-05-29,-0.08184540191706195,-0.0018525051351048235,0.0027715122052464087,-0.5384518881754654
2015-06-01,-0.017557677922841363,-0.0015586597028820755,-0.0015626128577770511,0.2155712569550986
2015-06-02,-0.08287374878252247,-0.002483167752735949,0.006091284869718508,-0.35001179909378327
2015-06-03,-0.028333906143204874,0.001467074790727382,-0.0007489435392739971,-0.1340520810737195
2015-06-04,-0.005643440481949963,-0.0020106274836350076,0.0034943264254855876,-0.06213565230653216
2015-06-05,-0.06784866784412828,0.002076573789313131,-0.0036778232135080175,-0.4707579930497027
2015-06-08,-0.07683890255071447,-0.0026082243852206164,0.00034221943751308766,-0.3113073015480223
2015-06-09,-0.07625167745467702,-0.006128173095925424,-0.002481406572475981,0.503089575671288
2015-06-10,0.020368216116580067,-0.00010312218204845736,-0.0010372271153058293,-0.446077675217924
2015-06-11,-0.09048511667684024,0.0020685879907945655,-0.004141118782197121,-0.28765360790543254
2015-06-12,-0.08556618972938233,-0.004861050043750342,-0.0007469644778108292,-0.18353898230776963
2015-06-15,0.09470147963160115,0.006005007315807063,0.0006116773898552741,-0.46199135538223873
2015-06-16,-0.03833398917523088,0.0030622576792538377,0.005750769020737816,1.336229419158557
2015-06-17,-0.0339183885798814,-0.0009310802011888552,-0.002464991622763788,0.22837209533632924
2015-06-18,-0.05895386812406068,-0.0030185157629833287,0.0012863885673138704,-0.2565947931650584
2015-06-19,0.10208972995362037,-0.003572246961691926,0.0019845863224548245,0.29104481626180384
2015-06-22,0.2538822436819801,0.0008354151085113122,0.0005142098305901711,1.0308706565719639
2015-06-23,0.008313639514366793,-0.007434519396391108,-0.003438121524936814,-0.1414024454808393
2015-06-24,0.0970821904819682,0.004329629648683139,0.0013622921629260435,-0.06313896295654771
2015-06-25,-0.026453837951068388,-0.0076086739007664664,0.005294943082915754,0.057607376775731224
2015-06-26,-0.08139958400846807,-0.0077161155269062755,0.00290368969585188,0.04311558959186118
2015-06-29,0.5264003758109275,0.015408749306386044,0.006215628057467312,-0.09301488031690078
2015-06-30,0.23356820577551896,-0.006261922125507065,-0.0008309412570190961,-0.38122644281925233
2015-07-01,0.14224391908095957,0.000970159372342313,0.004897084410484425,0.20374499624089848
2015-07-02,0.03542117120167781,0.001991336083946749,0.010289002651682012,-0.2729548165723478
2015-07-06,0.23307839773391034,0.0023638848795612347,0.008327116283971295,1.231746072554853
2015-07-07,0.03007560715031925,-0.0067011305175263755,-0.00343285024350833,-0.11252363266442704
2015-07-08,0.15376783996732243,0.004059207506867171,0.004342464565361313,-0.11926978524751433
2015-07-09,0.3161168309485988,-0.00033230547208261104,0.0013949463856312305,1.322649826021391
2015-07-10,0.32123076862927535,0.01020900090741845,0.007023323347927691,0.9431831250680718
2015-07-13,-0.07402565173168768,-0.0030804306269837348,0.003411087955712239,-0.4475136121308845
2015-07-14,0.0042663822917258995,0.0019285340779417398,-0.0030148077917938523,0.6637838661286933
2015-07-15,0.01694449781413039,0.004296604120833961,-0.0008636424734904802,0.4089370559816526
2015-07-16,0.050692958001734865,-0.0036496840304154773,-0.0024626965027436014,-0.5365404163555262
2015-07-17,-0.07563461778202765,-0.0010087572082065875,0.003958580882300142,-0.34673779757816275
2015-07-20,-0.08983951886272457,-0.0073641348010687075,0.0005179771397284531,-0.07307630499291966
2015-07-21,-0.04406859244663926,-0.006416408598705378,-0.0029463993559437547,0.13433289444342184
2015-07-22,0.014722851145625418,0.008283414684907993,0.00828572585076105,-0.31301329152441587
2015-07-23,0.04921977627350489,-0.007645804879428817,0.0034779994846279943,-0.0727923339286817
2015-07-24,0.026943715491581748,0.00036720426943910654,0.0002380861556733079,-0.3856655097213535
2015-07-27,0.14747396252240272,0.0020332723600990695,-0.00046755915239968395,0.835413510535165
2015-07-28,-0.11776784745334665,-0.0021939360268001303,-0.0024570903423976574,0.27093992768614517
2015-07-29,-0.026717452764992867,-0.0010187158440822268,0.0016106262951615892,3.9148545049632717
2015-07-30,0.08248176161279513,-0.006197893724299263,0.0020985594605794217,0.4293296359062206
2015-07-31,0.016822644083189328,0.007712171020328436,-0.0026395102537346417,-0.2395597192011989
2015-08-03,0.02731716446245594,-0.008063637382287329,0.0028818757641427147,0.32928786243116814
2015-08-04,-0.08720636082710152,-0.005809795178376335,-0.004807983035601474,-0.19377945652755496
2015-08-05,0.05798952434538717,0.0051563204587748625,-0.00047441483603116036,0.42036220318299333
2015-08-06,-0.07225971579838184,-0.005636493586982205,0.0005080474930447517,0.0017160898861584295
2015-08-07,-0.06388482028678709,0.003960404725588843,0.0009998052213256081,0.15922152910417728
2015-08-10,0.006527717590145315,0.006010213851868729,0.006759315092387311,1.6495245801005614
2015-08-11,0.5170377913080686,0.01429310305352689,0.0034343123701643828,0.9698016432942191
2015-08-12,-0.09699433445530142,-0.002021813602398059,-0.0031465504570095896,-0.20140016128820473
2015-08-13,0.1954137874858055,0.006064963415439127,0.0011442183531844255,0.7523465825575264
2015-08-14,-0.10343234859132253,-0.0071763403206653005,-0.0019952965863437463,-0.48281420326540114
2015-08-17,0.4616609061428772,-0.004197670058606843,-0.002787668724487654,1.117841070421918
2015-08-18,-0.06939543865548081,-0.005640865277566894,-0.003476476124170234,-0.3170221690778249
2015-08-19,-0.12075230029475968,0.0035286535889241526,0.0006885971496357389,0.11733689857030205
2015-08-20,-0.0983046258743966,0.0072728344084008155,-0.0014543595350541849,0.011382430800423692
2015-08-21,-0.0450213366402496,0.012388767937061873,0.005588080667764111,0.137531033469881
2015-08-24,0.6175560794670725,0.00044807277762914265,0.004731988237677423,0.09518035838720679
2015-08-25,-0.12219429232582889,-0.0021956568269657136,-0.0027812774847897487,-0.5975630635171869
2015-08-26,0.2421856947966672,0.0011998587043279324,0.005922315589364048,-0.08433019720707606
2015-08-27,0.23930677896320043,0.009519525106961276,0.0027999926268969053,0.5199438800231022
2015-08-28,-0.05936107180217724,-0.008103923508709459,0.0014788592503929788,0.9190023614446517
2015-08-31,0.07217265558647207,-0.0022945417751593965,0.0005126773585466996,0.46360590014146913
2015-09-01,-0.10413338570085333,0.012050063718235008,0.007988409553676759,1.0302179493079135
2015-09-02,-0.13616368904815265,0.0005730419905992406,-0.004284526596641935,-0.2482170826008164
2015-09-03,-0.089609835699647,-0.003526503155828352,-0.0032723299213447644,4.158421937325388
2015-09-04,0.5615754190722968,0.0100237467613361,0.011224466015191144,-0.33885470432258713
2015-09-08,-0.1354676491514261,0.013258868852850355,0.003846694285509528,-0.043128986112816875
2015-09-09,-0.05306446222677084,0.0037681857101143383,-0.004600963239809135,0.18820718616125898
2015-09-10,0.2638336627187919,0.0017554983328280586,-0.0021837830366632054,1.594366129919314
2015-09-11,-0.034466209193516235,-0.001177379099731239,0.0020462665052077885,-0.6348343034136948
2015-09-14,-0.15145396362173907,0.0002800274236614546,0.01339420146972531,-0.5047736806528865
2015-09-15,0.0883668868970914,0.006638178223196956,-0.0026741978230038215,-0.2594607224934377
2015-09-16,0.4332139639113464,0.008713744735469714,0.005039126100907666,-0.09325153752306857
2015-09-17,-0.16425802164359724,-0.006431190144651662,-0.0024781876710622233,-0.6224809242742677
2015-09-18,0.071841852951046,0.0022420368517288448,0.011858716001778957,-0.5517506054905258
2015-09-21,0.01660652768683389,-0.008969799287285706,-0.0015060495541227273,5.33037915360355
2015-09-22,-0.04792130819436125,0.020347360035659057,0.001588671753985127,0.4410964772520728
2015-09-23,0.03287854053808152,0.012443966555377318,0.007499388083414788,-0.09197182058439189
2015-09-24,-0.11503655145817406,-0.007519742800695761,-0.0010184494404850265,-0.419486606893034
2015-09-25,-0.12991100247866952,-0.0007430662391405193,-0.0057538858313003274,-0.4498269456119406
2015-09-28,-0.07484836573942415,0.005257898624159436,0.0088527140160934,0.07245766306340799
2015-09-29,-0.13085861220096384,0.00250792953330731,-0.001306932390437372,-0.3494109585575138
2015-09-30,0.05456595649712605,0.0059383019710861976,0.007692589759283666,-0.1363590023278554
2015-10-01,-0.16631797855978256,-0.008170799985799537,-0.007205180562113676,-0.4992990390147308
2015-10-02,0.1922831622468314,0.002774278246035033,0.008774538737005611,-0.17835044363690677
2015-10-05,0.004969418789939623,0.01074767639701449,-0.0004868797799488834,-0.32919334507684134
2015-10-06,-0.09983608846258687,-0.0007096119682794029,-0.0029513767025691777,-0.03659388662320223
2015-10-07,-0.11438647813426953,-0.004485236437038373,-0.0029636932303593465,-0.1778458607814199
2015-10-08,-0.16189301580000712,0.00477730100677099,0.00021685742720296066,-0.1263351724341041
2015-10-09,-0.10001052889106185,-0.003121100799159837,-0.0035556138926701878,-0.4839647499514774
2015-10-12,-0.09376072124922989,-0.0023392881688881827,0.0021364282266226916,-0.28233498629319226
2015-10-13,0.0823774925097096,0.002066766155724136,0.004769877224417282,0.934614785556347
2015-10-14,-0.17624799215033732,-0.005429281030620972,-0.004421417501611627,-0.34391257021979543
2015-10-15,-0.0048990154528350816,0.0007104516780671561,-0.004249650505904806,-0.4841234598951376
2015-10-16,-0.08773563642789839,-0.005356208494538573,-0.004674753629618834,-0.3433206650699795
2015-10-19,0.05522303079214503,-0.00532966279358713,-0.0035909285600761315,0.29544356527613225
2015-10-20,-0.1322559736435911,-0.007992649002500286,0.0013768856540373518,-0.41288675982565354
2015-10-21,0.10182566092359242,0.0071581461850384765,-0.0015238653431831268,-0.202254553048499
2015-10-22,0.2248851445083525,0.005850736558920467,0.010447893154783559,0.43794772300337015
2015-10-23,-0.011198786178866372,-0.008345362649588423,-0.006291683224210129,-0.47454533099271873
2015-10-26,-0.17464334624847092,-0.003605874041201307,0.001127602808693812,0.08075181284663
2015-10-27,-0.03213445151115507,-0.0006719658455722819,-0.004854537977156178,-0.059867391771479574
2015-10-28,-0.1675847741675212,-0.006230713707330527,-0.002875565834395718,-0.412748370723704
2015-10-29,-0.1012746464953809,-0.005177606403023399,-0.0034733547866593246,-0.38371734374478067
2015-10-30,-0.11742592706480888,-0.0036821003700791255,-0.0051144073490192185,-0.46384847555940356
2015-11-02,-0.12460156164390403,0.000821936870300206,0.007301910042461848,0.2709384122442719
2015-11-03,-0.02625164169000406,0.001064956387751831,0.0031517585179128504,-0.15407514632836747
2015-11-04,-0.011964311883111759,-0.0020250076835503787,-0.0005354392837057226,-0.17721031843497262
2015-11-05,0.0001453133589456803,0.0049001587534324275,-0.0014208727558726478,0.6058729807321042
2015-11-06,-0.08747220533718826,5.851370205864365e-05,-0.0037262623842824276,-0.18636828337084438
2015-11-09,0.051177705012361234,0.0013723386038699062,0.0046903746932901004,0.3274903939024846
2015-11-10,-0.11885590796611668,-0.007021965706552854,-0.0024397000197236662,-0.4109306783703499
2015-11-11,-0.06979166364105896,-0.005839245491817519,3.831240847647052e-05,-0.058014966087172735
2015-11-12,-0.02471588062477607,0.0020915607016743893,0.0031097048114259902,0.39574163370247095
2015-11-13,-0.12698802332045242,-0.0032109920717019735,-0.0026863339427161364,0.001588227601001742
2015-11-16,-0.16909306074586872,-0.0006618880537512113,0.007870548772900077,-0.3902802711417377
2015-11-17,-0.10966030008738167,-0.010116010210368469,-0.006329502788692511,1.0463486607053492
2015-11-18,-0.007409874058625226,0.006940982653639051,0.003449736567655593,-0.38186665136675124
2015-11-19,-0.12825087816471295,0.0013311940534794008,0.0005509460355330168,-0.3569623185426779
2015-11-20,0.29238264206024833,0.002103899172278673,-0.002848126527640392,-0.353040789777373
2015-11-23,-0.027578723426682977,-0.0026752774185298143,0.00216079451718589,0.0537274690060727
2015-11-24,-0.15297914849333347,-0.008897708097921411,-0.0012075032885448867,-0.09527368126450861
2015-11-25,-0.027947938531838756,0.0005086851252197279,0.00519457725918486,1.7176192384698281
2015-11-27,0.15694648592783078,0.0030596297448031414,0.00475902938201972,0.05183130086520674
2015-11-30,-0.13798075401226712,-0.0008542477727261154,-0.0002600859551227906,-0.3832165082476816
2015-12-01,-0.02710220818360925,0.002706160356465788,-0.006905777158436147,-0.34248571038163395
2015-12-02,0.01866805401085035,0.008720638411573039,-0.0011975758388928783,0.17519526093950785
2015-12-03,-0.0430909174013475,0.0022671207800748295,-0.0008231739476995037,-0.44363370998359786
2015-12-04,-0.13554267581373486,-0.005256432850836264,-0.0016904926943431314,-0.15280879170058898
2015-12-07,0.5456234514170787,0.013537714424796858,-0.0038677001056853086,-0.21990915563067734
2015-12-08,0.40572321978400905,0.0007688110497722031,-0.007393151556532758,-0.19846864620733404
2015-12-09,-0.050422340719471215,-0.009551982973922575,-0.0011585345478742411,-0.3187559884119608
2015-12-10,-0.06042717143062553,-0.0036051188467161833,0.015754478045633156,-0.010399352068256785
2015-12-11,0.22537404727132232,0.009104240366560384,0.0024649717879819118,0.6595490109202529
2015-12-14,-0.05418955684743944,-0.00672529820095917,-0.005826794717653901,0.872824470479646
2015-12-15,0.019487589361207487,0.010676075857372284,-0.006941756020246023,0.5553174525109031
2015-12-16,0.028449646558109307,0.0032234605891242993,-0.0015160558451961133,0.8488387247419439
2015-12-17,-0.0781973484547175,-0.00933949911414022,0.002107503698613087,-0.5301831525102342
2015-12-18,-0.09925246066830773,-0.000109435781877874,0.007030211061252718,-0.49495064727074084
2015-12-21,-0.024253902015004644,-0.00922678919927596,-0.0040808475075714,-0.2599450301898629
2015-12-22,-0.037283888104737845,-0.004908002845817752,-0.001592280326117873,-0.26190338032497884
2015-12-23,-0.003777914374036794,-0.007334906936327229,0.010963478079934563,1.3454074107720144
2015-12-24,-0.021651764215459224,0.012877513270890184,-0.0006099303444662927,-0.4085851960197531
2015-12-28,-0.09120845899681514,-0.006101250854930791,0.0019052716695082603,-0.5930734665600569
2015-12-29,-0.1422064626293462,-0.008815718560453682,-0.0025285805814042935,-0.5886855497276928
2015-12-30,0.002204650472109211,0.009963236548426343,0.020253175171191816,-0.03272439213353416
2015-12-31,-0.06966052678960101,-0.004834966943265875,-0.0025512220321627205,0.1675134790190181
2016-01-04,0.003400434300923401,0.003420070540285809,0.006329702931414985,-0.32437352487874765
2016-01-05,0.07075663074920116,-0.004936930891991043,0.0013587055862265386,0.07263814888240352
2016-01-06,-0.08364023741790114,0.01825271342546092,-0.0012106665324390603,1.1166687345829593
2016-01-07,0.6524345772682659,0.026378134297387397,0.006894061735562667,0.6044299813027963
2016-01-08,0.014012376807266512,0.004246775690244528,-0.005521927345226413,-0.7429840944366117
2016-01-11,-0.14249915256575893,0.0054417124949497405,-0.002834098351044544,0.09943457917904364
2016-01-12,-0.1047152029009962,-0.00029000474248188263,-0.00465136540123027,0.24990279017990408
2016-01-13,0.06353207094553466,-0.002249651988216951,0.0046727860042591034,0.43087285182185925
2016-01-14,0.0175016935781062,0.0009595186825412783,0.005955289444267406,-0.0971145240483313
2016-01-15,0.4107577757533416,0.012022442269563567,0.002882367449511784,0.7808480859876583
2016-01-19,-0.06707059124794977,-0.00775064501572185,-0.005725049528123755,-0.5574940384367392
2016-01-20,-0.06358980920542665,0.0006783450906773757,0.0025119092842031325,-0.4695840712569972
2016-01-21,-0.13784746606704945,-0.00570699339877167,0.0025259587819708306,2.0612771943529253
2016-01-22,0.12660094131954175,0.017257176195249326,0.008745295080343609,0.12932006855643446
2016-01-25,0.09037681735526558,0.01779545286166771,0.022732332875827908,-0.10016352330443774
2016-01-26,0.5313377373529609,0.020573776001635725,0.005998533994282543,3.4223196854930777
2016-01-27,-0.12748108920486903,-0.009533848515127017,-0.002414412652168423,-0.454098151225224
2016-01-28,0.4974644015335148,0.0031732153917570505,-0.0006494166148868253,0.166570385812533
2016-01-29,0.3977744393375805,0.018922366985301756,0.00872569074939686,-0.6588596530066356
2016-02-01,-0.11151568656491685,-0.004974353742953704,-0.008009982509100752,-0.22255642702412282
2016-02-02,0.1913135558314155,0.016738457497177124,0.014155237277967468,0.7081817604672519
2016-02-03,0.13864907586134423,0.007968864507176612,0.009349257859741295,0.052377164099335974
2016-02-04,-0.10337668430321327,-0.003397219114873837,0.00015764031183179925,-0.5232589881453791
2016-02-05,0.11146046691365473,0.03036612774821009,0.0018426980584123015,-0.7624812561962305
2016-02-08,-0.1246272439424123,0.013130011955332688,0.0071008098213447435,-0.5373754471658132
2016-02-09,-0.127296913630132,0.005102889197369833,-0.0004508521195682679,0.42720044780468464
2016-02-10,-0.14554432453810767,-0.01245409884512106,-0.0014243742627404426,0.4906122004635109
2016-02-11,-0.12386794353543151,0.0010789965409332054,0.012588412065455768,0.03541742727513384
2016-02-12,0.30575057412591305,0.017323672435588737,0.00684998835634072,2.23856359258379
2016-02-16,-0.13479629246814648,0.01307413108352267,-0.005029074384066831,-0.6317401124569392
2016-02-17,0.1136208623682862,0.011316189616059373,0.0035674528212085517,2.201479001390715
2016-02-18,-0.18186995247772797,-0.011877541104422627,0.0015616772387847002,-0.4528372216922987
2016-02-19,-0.09178710282121597,-0.012722898956167478,-0.00854173656790489,-0.0167094471649709
2016-02-22,-0.13951165945287242,0.012745479116567244,0.011613022326131787,0.16726018706288426
2016-02-23,0.01700416134143776,0.009024965037619672,0.006066303511469904,-0.38782779659000244
2016-02-24,-0.15302991351071252,-0.012582926043458495,-0.006800025974033961,-0.8224815943966098
2016-02-25,-0.08983980776853885,0.0070717065423601035,-0.009265549462705401,-0.17459949819109405
2016-02-26,-0.12611071965193876,-0.0010531310369506993,0.0014930178620842479,-0.7891318170101536
2016-02-29,-0.10538731787046095,0.006532686200623992,-0.0009082102828506751,0.06973836776740437
2016-03-01,0.1672810553777665,0.02131505186984572,0.002860462366322278,0.4227916464351922
2016-03-02,-0.1426993488329223,-0.007191709357034662,-0.0040937634889202604,0.35986865126754514
2016-03-03,-0.11832245356392698,-0.009442522392100517,0.0006613880396022011,-0.7953084442786528
2016-03-04,-0.13423821080740114,-0.010813662573819714,-0.004957217009498579,-0.6267709056019292
2016-03-07,-0.16640413897933196,-0.005074144632738506,-0.00868915441854644,-0.5479027524427803
2016-03-08,0.0010723860819215887,0.008740359064250166,-0.009702728292415794,-0.32193416826526533
2016-03-09,-0.058095990671048474,-0.0019422405529360193,-0.007703984894255573,-0.1860864547310147
2016-03-10,-0.15398112094091362,-0.008128406437087685,-0.0044132392791596696,-0.6779451377219162
2016-03-11,-0.08678268323504382,-0.0036463175268421156,-0.008521220313201138,-0.20635813853907925
2016-03-14,-0.1433720015450848,0.00035711374705334003,-0.004391888492965426,-0.5434698773372496
2016-03-15,-0.07667153086727957,0.005441459268429039,-0.0003073917567893898,-0.5900608651229845
2016-03-16,-0.08957709052648492,0.009123222244709116,-0.005784592020333713,-0.7443175323396584
2016-03-17,-0.017860021817442152,0.005866957292316764,-0.0009459203934750774,-0.6079829985242599
2016-03-18,-0.14999222314492638,-0.014194322921038378,-0.007644648443493661,-0.6618045582172277
2016-03-21,-0.1324381613492354,-0.014901512161775573,-0.009091374740848191,-0.5218376098043406
2016-03-22,-0.09792295907735703,-0.012024440246340183,-0.009731411611370849,-0.2246057689988412
2016-03-23,0.053012670321559555,-0.0015512044024467613,0.0042603768566331895,-0.667586507103926
2016-03-24,-0.12326407176941308,-0.012030439253915901,-0.009756264591676531,-0.45041171591786466
2016-03-28,-0.04850854457452116,0.003149170315139558,0.003855464295447911,1.2872087389489442
2016-03-29,-0.12983983203073304,0.0018325196622093918,-0.00908876184770815,0.7076054517637784
2016-03-30,-0.04816610956636213,-0.008443617651308417,-0.008485882464570119,-0.24651711586794298
2016-03-31,-0.13551715371857306,-0.006787009803772836,-0.004810962709396411,-0.41206494829170354
2016-04-01,-0.13689833067506796,-0.015051663308037873,-0.0024605088755432956,-0.3117785500690044
2016-04-04,-0.10675955482363292,-0.00028133999678284336,0.003716061456154457,0.29800313749112045
2016-04-05,-0.003392340968264562,0.01552007999334858,-0.007051176851746634,-0.3130092545919862
2016-04-06,-0.028572747500074637,-0.005693285940324496,-0.00616802606074152,-0.6915838478331248
2016-04-07,0.22771317076503253,0.007978237593307458,-0.006015998879499435,-0.1804612048433519
2016-04-08,-0.015564363584974915,-0.007777717588404279,0.0050371486006238085,-0.4239338114763451
2016-04-11,-0.09944823499513979,-0.009247166502992997,-0.003990074476300648,-0.17904397006567618
2016-04-12,-0.0037943262638545304,0.00410096241760487,-0.002850739342981286,-0.32945315008477793
2016-04-13,-0.06592601803796933,-0.005541697770813268,-0.003650732802888541,-0.526455321714971
2016-04-14,-0.034792850955815434,-0.010922949226381654,-0.0061395232866968035,-0.6429149617931778
2016-04-15,-0.04715603899910959,0.0034103690329531696,-0.008551586484106628,-0.425439308746843
2016-04-18,-0.01384773370847654,-0.01283103959269531,-0.0015542651898487949,-0.38574834973533717
2016-04-19,0.14075194159881163,0.009198981657770578,0.0008576563279097689,-0.3756129046470178
2016-04-20,0.007922130806324288,-0.012611981168972553,-0.004699101198184986,-0.4745284906844404
2016-04-21,-0.11624990372228101,0.01202979999624739,-0.002938111282080524,-0.16164808578344075
2016-04-22,-0.010842126305114571,-0.012190389211855718,-0.007181933222425353,-0.64390485826047
2016-04-25,-0.029072003673967558,-0.0007644520123398419,-0.0019498989933183757,-0.27968784599419116
2016-04-26,-0.06259939677896569,0.010025337613347953,0.004044901963983025,-0.5830068642130702
2016-04-27,0.004202907182421175,0.0042025000459678585,-0.000601634725918755,-0.3377967820082561
